shot_type,area,distance,month,season,playoffs,result
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Running Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Running Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Alley Oop Layup shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Turnaround Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Driving Finger Roll Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Jump Shot,Center(C),24+ ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Back Court(BC),Back Court Shot,12,2000-01,0,0
Driving Finger Roll Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Turnaround Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Driving Finger Roll Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Running Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,1
Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Alley Oop Layup shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Running Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,1
Tip Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),24+ ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,1
Turnaround Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,0
Turnaround Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Running Jump Shot,Center(C),8-16 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,12,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,12,2000-01,0,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Turnaround Jump Shot,Left Side(L),8-16 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,1
Jump Shot,Center(C),8-16 ft.,12,2000-01,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Turnaround Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,12,2000-01,0,0
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,12,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,12,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,12,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,12,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,12,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Reverse Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,1
Jump Shot,Left Side(L),24+ ft.,1,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,1
Running Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Running Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Running Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Slam Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Running Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Alley Oop Layup shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Running Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Turnaround Jump Shot,Center(C),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Running Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Turnaround Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Alley Oop Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Running Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Turnaround Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Turnaround Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Turnaround Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Turnaround Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Turnaround Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Turnaround Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Slam Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Running Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Running Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side Center(LC),24+ ft.,1,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Finger Roll Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),24+ ft.,1,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),16-24 ft.,1,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,0
Jump Shot,Center(C),8-16 ft.,1,2000-01,0,0
Tip Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,0
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Running Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Driving Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side Center(RC),16-24 ft.,1,2000-01,0,1
Reverse Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,1
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),24+ ft.,1,2000-01,0,1
Jump Shot,Center(C),24+ ft.,1,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,1
Jump Shot,Center(C),16-24 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Jump Shot,Right Side(R),8-16 ft.,1,2000-01,0,0
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side Center(LC),16-24 ft.,1,2000-01,0,0
Dunk Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Driving Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),8-16 ft.,1,2000-01,0,1
Jump Shot,Left Side(L),16-24 ft.,1,2000-01,0,0
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,0
Tip Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Layup Shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
Alley Oop Layup shot,Center(C),Less Than 8 ft.,1,2000-01,0,1
